[400. 367.],[347. 317.],[301. 379.],[331. 318.],[345. 392.],[336. 361.],[379. 310.],[318. 364.],[387. 334.],[344. 323.],[352. 305.],[311. 369.],[398. 355.],[373. 310.],[313. 396.],[317. 350.],[328. 302.],[344. 398.],[387. 357.],[311. 355.],[303. 312.],[315. 360.],[397. 374.],[375. 379.],[324. 393.],[327. 314.],[304. 395.],[314. 339.],[363. 327.],[357. 387.],[326. 309.],[313. 356.],[300. 393.],[302. 367.],[307. 396.],[321. 357.],[398. 374.],[311. 312.],[377. 385.],[322. 399.],[343. 384.],[314. 363.],[308. 362.],[384. 335.],[341. 314.],[337. 330.],[342. 352.],[372. 390.],[339. 314.],[336. 362.]
[380.56242048 361.96249605],[370.61162075 331.93487819],[313.90712487 387.66877382],[351.64186404 329.3195732 ],[345.99110967 398.94905475],[356.52992268 346.70588739],[387.65197893 325.66118249],[353.9853072  378.64971905],[391.81845472 342.43345165],[362.83660174 337.6835241 ],[367.49561655 319.66760621],[332.68057245 387.45502439],[385.76651056 352.73210119],[377.04510993 322.6415074 ],[324.16292732 394.14758986],[346.02104172 355.49680998],[353.91179023 315.82356354],[338.64001197 405.48109563],[373.14287769 354.68332908],[328.90782746 355.86185147],[331.32343623 333.2575486 ],[346.78801873 366.17150426],[364.12914775 370.87430487],[367.18867241 381.97424351],[331.94753864 399.24742932],[341.50384078 332.18915697],[307.52375298 399.39708081],[336.49671814 349.08626672],[372.56801926 344.05904556],[352.51017159 388.60474778],[345.81910432 321.13443043],[334.40503212 365.29304759],[316.51539568 397.66185276],[323.4540361 381.0434098],[315.82382452 408.82956916],[341.06899685 341.94606943],[373.41274147 372.28121613],[336.69159982 322.52532766],[363.60527103 390.27534414],[325.50262614 408.10856435],[342.05307337 389.11388414],[343.69302512 377.52370551],[334.37615078 375.86850098],[382.51711629 341.82106194],[381.03038453 332.65634369],[350.99949338 339.69504896],[360.67219055 356.22305707],[356.51520213 399.34534588],[360.37282152 326.19268134],[356.38284027 367.4192374 ]
[380.72098875 362.24159237],[370.9281411  332.27343516],[314.37635394 387.8543959 ],[352.04634552 329.7187667 ],[346.36612871 399.20463294],[356.91420233 347.09994373],[387.94060187 326.01853407],[354.32800162 378.8767473 ],[392.05212767 342.79162067],[363.16851382 338.03670904],[367.83579901 319.97659741],[333.07076395 387.68194941],[385.96628417 353.06755775],[377.3641319  322.95499172],[324.64636755 394.32904382],[346.41649811 355.75950277],[354.34837344 316.21984679],[339.06733202 405.77361247],[373.29798817 355.01789221],[329.32983279 356.14604475],[331.75314065 333.67748948],[347.0803222  366.43368606],[364.43142464 371.07059243],[367.47846198 382.22383508],[332.42021413 399.48952382],[341.93300723 332.58391746],[308.05967932 399.57442082],[336.88847314 349.42590738],[372.77902609 344.4583372 ],[352.83995209 388.84866871],[346.23142401 321.53010764],[334.77970733 365.57034986],[317.05031523 397.87836534],[323.89499788 381.23300896],[316.33608391 409.06732385],[341.51272543 342.33861348],[373.68598563 372.53201128],[337.10439027 322.94093016],[363.93454252 390.54050689],[326.03427629 408.33460325],[342.42947036 389.34341845],[344.0501594  377.77938839],[334.73702861 376.12256782],[382.74061068 342.17830014],[381.31152023 333.0072854 ],[351.41772536 340.07925506],[361.00320004 356.54528338],[356.87543858 399.60966708],[360.76915757 326.57142718],[356.69943004 367.6168787 ]
[380.87833914 362.50906229],[371.23118805 332.59353269],[314.82236487 388.02997504],[352.42939179 330.09506041],[346.72748791 399.44437563],[357.27852155 347.47077519],[388.21733298 326.35701352],[354.65706698 379.09109546],[392.27725955 343.13148853],[363.48352041 338.37908711],[368.15995749 320.26874876],[333.44566274 387.89479556],[386.16184151 353.38576453],[377.6697879  323.25207987],[325.10689125 394.49981289],[346.79149243 356.01014214],[354.76375433 316.5909786 ],[339.47837474 406.04908987],[373.45308167 355.33550314],[329.72592915 356.41470568],[332.15863857 334.07334871],[347.36104372 366.68142597],[364.72158956 371.25520562],[367.75890037 382.45877369],[332.87174477 399.71678097],[342.33816615 332.95648285],[308.5686553 399.7406308],[337.25774841 349.74619499],[372.98524567 344.8337347 ],[353.15900083 389.07828155],[346.62196403 321.90291734],[335.13471568 365.83087217],[317.5583991 398.0818073],[324.31394838 381.40817675],[316.82396065 409.2892022 ],[341.93215909 342.70740769],[373.95115203 372.76224635],[337.49496054 323.33289207],[364.2527071  390.78991883],[326.53974392 408.54735498],[342.79142973 389.55986464],[344.39295333 378.01957479],[335.08246936 376.35980268],[382.95633664 342.51632104],[381.58140487 333.33934261],[351.81449903 340.44148776],[361.31805852 356.85169955],[357.22309847 399.85809409],[361.14553529 326.92863685],[357.00206413 367.80507653]
[381.04395526 362.7807364 ],[371.53926556 332.91514587],[315.27263508 388.2061424 ],[352.81470108 330.47186383],[347.09711031 399.68309286],[357.64538339 347.84157858],[388.4991141 326.6975788],[354.99257943 379.30596652],[392.50761533 343.47397909],[363.80135414 338.730099  ],[368.48803309 320.56232273],[333.82801379 388.10668098],[386.3648356  353.70618689],[377.98072939 323.55133641],[325.57281155 394.67029766],[347.16910704 356.26392017],[355.18291288 316.9605015 ],[339.89801643 406.32440966],[373.61737555 355.6555954 ],[330.12090494 356.68444265],[332.56509646 334.46964327],[347.6472842  366.93002974],[365.01739768 371.44005915],[368.0468917  382.69340652],[333.32973824 399.94317083],[342.74443323 333.32986881],[309.08194971 399.90587192],[337.62753246 350.06693   ],[373.19912488 345.20876796],[353.48661724 389.30775413],[347.01488527 322.27595605],[335.4920063  366.09079635],[318.07097031 398.28464614],[324.73655181 381.58030639],[317.31741987 409.50890266],[342.35326901 343.07551886],[374.22412359 372.98794725],[337.88748244 323.72546291],[364.57903379 391.03886761],[327.04999188 408.75978751],[343.16093198 389.77652383],[344.74224443 378.25916156],[335.43366942 376.59509171],[383.177421   342.85605185],[381.85653496 333.67307914],[352.21415665 340.80430161],[361.63619548 357.16093249],[357.57925355 400.10598522],[361.52513349 327.28659826],[357.30915347 367.99540496]
[381.21797339 363.05608432],[371.8522393  333.23831319],[315.72702928 388.38262324],[353.2031654  330.85098976],[347.4748472  399.92056322],[358.01469796 348.21239341],[388.78590816 327.04016988],[355.33444662 379.52121793],[392.74321711 343.81893968],[364.12222746 339.08855303],[368.81996612 320.85742015],[334.21759939 388.31738289],[386.57517942 354.02858814],[378.29683853 323.85284781],[326.04397967 394.84023489],[347.54916341 356.52057913],[355.60522939 317.32865542],[340.32598736 406.59924648],[373.79092955 355.97794078],[330.51472846 356.95514396],[332.97242486 334.86622481],[347.93893934 367.17937421],[365.31881693 371.62548554],[368.3423021  382.92744374],[333.79398733 400.16842852],[343.15170323 333.70390351],[309.59929309 400.06989217],[337.99777463 350.38793715],[373.42068289 345.5834587 ],[353.82268969 389.53690379],[347.41010678 322.64909706],[335.85148765 366.34999829],[318.58786677 398.48662651],[325.16254714 381.74960926],[317.81626748 409.72614444],[342.77594293 343.44296376],[374.50469955 373.21023262],[338.28186051 324.11849179],[364.91341895 391.28708526],[327.56472152 408.97157573],[343.53780804 389.99319466],[345.0978595  378.49800999],[335.79058316 376.82838819],[383.40385028 343.1974009 ],[382.13686959 334.00842067],[352.61646507 341.16766397],[361.9575719  357.47267069],[357.9437753  400.35314858],[361.90783018 327.64533841],[357.62049704 368.18783133]
[381.40051047 363.33462927],[372.16996455 333.56305822],[316.18540064 388.55915794],[353.5945633  331.23202155],[347.8605382  400.15657045],[358.38637106 348.58324502],[389.07767903 327.38473057],[355.6825666  379.73671846],[392.98409004 344.16621396],[364.44633409 339.45335734],[369.1556906  321.15412189],[334.60845097 388.52319801],[386.79279646 354.3527594 ],[378.61799727 324.15667097],[326.52012895 395.00932745],[347.93148539 356.77986869],[356.03014508 317.69565599],[340.76191274 406.87321622],[373.9737728  356.30232996],[330.90737142 357.22669962],[333.38053591 335.26294917],[348.23589483 367.42933405],[365.62580733 371.81178284],[368.64500287 383.16063903],[334.2641828  400.39223127],[343.55987594 334.07841688],[310.12040151 400.23245776],[338.36842884 350.70904957],[373.64992427 345.95781497],[354.16709497 389.76554968],[347.80754083 323.02223003],[336.21306751 366.60836213],[319.10890424 398.68750647],[325.59157745 381.91620496],[318.32027947 409.94065359],[343.20006753 343.80976079],[374.79267379 373.4300838 ],[338.67799509 324.511839  ],[365.25575471 391.53434241],[328.0835449 409.1823404],[343.9217544  390.20962112],[345.4595275  378.73593363],[336.15305735 377.05959251],[383.6356174  343.54027463],[382.42236891 334.34529956],[353.02119925 341.53152217],[362.28215187 357.7866208 ],[358.3165218  400.59939198],[362.29349867 328.00486728],[357.93590416 368.38233872]
[381.59166409 363.61594364],[372.49229159 333.88939053],[316.64748815 388.73544249],[353.98868529 331.61456681],[348.25390899 400.39084085],[358.76062923 348.95787541],[389.37439105 327.73120656],[356.03682645 379.95234743],[393.2302614  344.51564363],[364.77384516 339.82358008],[369.49513555 321.45249133],[335.00110635 388.72438068],[387.0176192  354.67851524],[378.94408764 324.46283786],[327.00098805 395.17730875],[348.3159016  357.04160783],[356.45715833 318.06169486],[341.20542412 407.14594564],[374.16591298 356.62863175],[331.2988071  357.49900121],[333.78934375 335.65967636],[348.53802441 367.67978242],[365.93831968 371.99921547],[368.95486767 383.39278645],[334.7400248  400.61426938],[343.96885593 334.45324198],[310.64497484 400.39335044],[338.73945285 351.0301097 ],[373.88684373 346.33189621],[354.51969318 389.9935118 ],[348.20709262 323.39525858],[336.57664885 366.86577761],[319.63387311 398.88705482],[326.02330454 382.08019417],[318.82920151 410.15216389],[343.62553622 344.17598944],[375.08783858 373.64835956],[339.07578369 324.90537546],[365.60592641 391.78044264],[328.60610108 409.39172126],[344.31245469 390.42556133],[345.82699565 378.97276765],[336.52094784 377.28862382],[383.87272058 343.88457977],[382.71299345 334.68365414],[353.42816012 341.89587898],[362.60991528 358.10258392],[358.69733634 400.8445241 ],[362.68200901 328.36518144],[358.25519557 368.57892431]
[381.7915131  363.89964821],[372.81906991 334.2173088 ],[317.11303616 388.91120005],[354.38533357 331.99826141],[348.65469094 400.62311631],[359.1372253  349.33567809],[389.67600876 328.07954502],[356.39710288 380.16799492],[393.48175994 344.86707191],[365.10490156 340.19836791],[369.83822586 321.75257546],[335.39602549 388.92114395],[387.24958782 355.0056921 ],[379.27499186 324.77135856],[327.48628165 395.34393923],[348.70223893 357.30560967],[356.88582094 318.42694044],[341.65615876 407.41707343],[374.36732983 356.95671617],[331.68901061 357.77194274],[334.19876518 336.05627281],[348.84519215 367.93059373],[366.25629497 372.18801576],[369.2717701 383.6237172],[335.22122035 400.83424731],[344.37855291 334.82821877],[311.17270112 400.55236833],[339.11080748 351.35097132],[374.13141779 346.70573774],[354.88032905 390.22061347],[348.60866072 323.76809941],[336.94213166 367.12213991],[320.16254164 399.08505203],[326.45745452 382.2385736 ],[319.34275299 410.3604197 ],[344.05224165 344.54171128],[375.38998754 373.86580947],[339.47512235 325.29898231],[365.9638126  392.02521855],[329.13205201 409.59937676],[344.7095858 390.640787 ],[346.20002739 379.20836628],[336.89412158 377.51536889],[384.11516207 344.23022301],[383.00870337 335.02342692],[353.83716331 342.26071387],[362.94084753 358.42037259],[359.08604833 401.08835668],[363.07322903 328.72626481],[358.57820385 368.77759544]
[382.00011802 364.18540752],[373.15015139 334.54680117],[317.58179937 389.08612772],[354.78432122 332.38276887],[349.06262036 400.85315412],[359.5159295  349.71608864],[389.98249653 328.42969315],[356.76326303 380.38356174],[393.73861487 345.22034398],[365.4396153  340.57694088],[370.18488324 322.054406  ],[335.79359129 389.11361185],[387.48864889 355.33414431],[379.61059265 325.0822239 ],[327.97573164 395.50894608],[349.09032464 357.57168357],[357.31573456 318.79153883],[342.11375915 407.68624941],[374.5779774  357.28645484],[332.07795899 358.04541928],[334.60872005 336.4526108 ],[349.15725446 368.1816437 ],[366.57966404 372.37838435],[369.59558201 383.85329644],[335.70748137 401.0518825 ],[344.78888164 335.20319468],[311.70326215 400.70927308],[339.48245585 351.67149848],[374.38360555 347.07935503],[355.24883331 390.44668325],[349.01213754 324.14068016],[337.30941654 367.37729671],[320.6946612  399.28123573],[326.89365445 382.39182805],[319.86063143 410.56517452],[344.48007681 344.90697041],[375.69891773 374.08308453],[339.87590661 325.69254914],[366.32928504 392.26852846],[329.66107907 409.80498007],[345.11282306 390.8550813 ],[346.57840055 379.44259801],[337.26545179 377.73401328],[384.36294711 344.57711074],[383.3094579  335.36456295],[354.24803733 342.62598498],[363.27493838 358.7398087 ],[359.4824743  401.33070619],[363.46702539 329.08808945],[358.90477349 368.97836604]
[382.21752133 364.47292549],[373.48539282 334.87784541],[318.05353895 389.25995385],[355.1854715  332.76777951],[349.47743778 401.08072559],[359.89653041 350.09858223],[390.29381821 328.78159685],[357.1351654  380.59895905],[394.00085509 345.57530739],[365.77807101 340.95858759],[370.53502702 322.35800041],[336.19400877 389.30178202],[387.73475408 355.66374082],[379.95077345 325.39540782],[328.46791871 395.66966811],[349.47998846 357.83963602],[357.74654718 319.15561486],[342.57785101 407.95309313],[374.79778625 357.61772139],[332.46551605 358.31922795],[335.01913152 336.84856789],[349.47394767 368.43271927],[366.91303554 372.57032394],[369.9262453  384.08142045],[336.19849174 401.26685829],[345.19976191 335.57802494],[312.23631596 400.86381238],[339.85436107 351.9915621 ],[374.64334962 347.45274728],[355.62502531 390.67155636],[349.41741016 324.51293732],[337.67829523 367.6309957 ],[321.22995056 399.47533044],[327.33141189 382.54025629],[320.38249758 410.76615013],[344.90893609 345.27179388],[376.01453157 374.30074982],[340.27803246 326.08597236],[366.70228809 392.51025021],[330.19285809 410.00817161],[345.5217231  391.06813403],[346.96174988 379.67524547],[337.636135   377.95454539],[384.61608295 344.9251489 ],[383.61521481 335.70700843],[354.66062214 342.99163096],[363.61225433 359.06071924],[359.88641917 401.57139266],[363.86326465 329.45061614],[359.23485371 369.18126137]
[382.44383045 364.76193653],[373.82465771 335.21040927],[318.52799288 389.43238731],[355.58861729 333.15300922],[349.8988843  401.30561044],[360.27883671 350.48267121],[390.60993693 329.13519973],[357.5127407  380.81409613],[394.26850973 345.93181209],[366.12032904 341.34266044],[370.88857492 322.66336279],[336.59743117 389.48577632],[387.98786216 355.99436201],[380.29541883 325.71086933],[328.96273364 395.82618174],[349.87106381 358.10926872],[358.17794975 319.51927308],[343.04806472 408.21724269],[375.02667021 357.95039171],[332.85157895 358.59333826],[335.42992619 337.2440262 ],[349.79503245 368.68378533],[367.25560243 372.76406913],[370.2636814  384.30801693],[336.69393142 401.47887437],[345.61111841 335.95257256],[312.77152037 401.01576165],[340.22648459 352.31104027],[374.91057729 347.82590036],[356.00871182 390.89507195],[349.82436114 324.88481429],[338.04859404 367.88318909],[321.76811898 399.66708894],[327.77027558 382.68429128],[320.9080023  410.96308636],[345.33871617 345.63619222],[376.33673972 374.51929588],[340.68139704 326.47915367],[367.08274285 392.75028308],[330.72708124 410.20861241],[345.93588286 391.27981987],[347.34974059 379.90626923],[338.00685    378.17621448],[384.87457833 345.27424284],[383.92593012 336.05070935],[355.07476814 343.35757272],[363.9528435  359.38294196],[360.29767875 401.81024355],[364.26181426 329.81379506],[359.56839732 369.38632112]
[382.6791202  365.05220685],[374.16781776 335.54445059],[319.0049011  389.60317002],[355.9936006  333.53819796],[350.32670254 401.52760231],[360.66267705 350.86790299],[390.93081498 329.49044219],[357.89589449 381.02889186],[394.54314723 346.28158876],[366.46642702 341.72857117],[371.24544379 322.97048467],[337.0039787  389.66570146],[388.24797511 356.32575145],[380.6444148  326.02855423],[329.46004291 395.97855729],[350.26339043 358.38038694],[358.60967304 319.88259882],[343.52403662 408.47835734],[375.26452852 358.28434195],[333.23606792 358.86770239],[335.84103433 337.63887156],[350.12028565 368.93479517],[367.60660978 372.95979878],[370.60779394 384.53304056],[337.19347986 401.68765038],[346.02288072 336.32670797],[313.30853658 401.16492422],[340.59878702 352.62982032],[375.18520236 348.19878675],[356.39968869 391.11707957],[350.23286962 325.25625942],[338.42016319 368.13383761],[322.30886927 399.85629179],[328.20982892 382.82431057],[321.43679027 411.15574187],[345.7693169  346.00016025],[376.66545792 374.73914453],[341.08589935 326.87199859],[367.47054993 392.98854507],[331.26827302 410.41067203],[346.35493066 391.49000587],[347.7420623  380.13561463],[338.37819728 378.39834675],[385.13846981 345.62417594],[384.24157758 336.39547307],[355.4903355  343.72371516],[364.29673866 359.70632269],[360.71604068 402.04709434],[364.66254362 330.17756618],[359.90535842 369.59359168]
[382.93930629 365.36180276],[374.5366889  335.90097417],[319.51409694 389.78250426],[356.4258014 333.9471464],[350.78816534 401.7599849 ],[361.07206815 351.27802791],[391.27712685 329.86950553],[358.30916155 381.25664503],[394.84266901 346.64674084],[366.83854041 342.14009278],[371.6283091  323.29884677],[337.43960628 389.8523799 ],[388.53221862 356.67847683],[381.02023828 326.36858876],[329.99127569 396.13593471],[350.68148781 358.66989466],[359.06855792 320.26840616],[344.03602027 408.75204612],[375.52742447 358.64054779],[333.64277777 359.1594333 ],[336.27814061 338.05758312],[350.47033648 369.20146661],[367.98833621 373.1701432 ],[370.98090536 384.77039813],[337.72889693 401.90586797],[346.4609185  336.72351887],[313.88095932 401.32013709],[340.99460006 352.9676743 ],[375.48542098 348.59486794],[356.82307927 391.35110909],[350.66861229 325.6504595 ],[338.8163608  368.39849467],[322.88648955 400.05419062],[328.67733648 382.96893955],[322.00216189 411.35550597],[346.22765301 346.38657969],[377.02216284 374.9746566 ],[341.51706523 327.28903425],[367.89091519 393.23968134],[331.8504908  410.62618293],[346.80563442 391.71151806],[348.16363528 380.37743813],[338.77427771 378.63426884],[385.42521777 345.99680303],[384.58266928 336.76303783],[355.93361824 344.11307567],[364.66607822 360.05126509],[361.16858902 402.29637101],[365.09086915 330.56478648],[360.26751059 369.81650621]
